	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D	TOTAL_SUCCESSES_IN_VITAMIN_D	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
2268	UBERON_0008952	upper lobe of left lung	1.0	327724	1	10841	0	1.0	False	1.0	False
2269	CHEBI_70504	16-epivincamine	1.0	327724	1	10841	0	1.0	False	1.0	False
2270	CL_0000561	amacrine cell	1.0	327724	5	10841	0	1.0	False	1.0	False
2271	CHEBI_23916	enoyl group	1.0	327724	1	10841	0	1.0	False	1.0	False
2272	CHEBI_52050	(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA	1.0	327724	1	10841	0	1.0	False	1.0	False
2274	CHEBI_74430	N-decanoylglycine	1.0	327724	1	10841	0	1.0	False	1.0	False
2275	CHEBI_48548	triflyl group	1.0	327724	5	10841	0	1.0	False	1.0	False
2277	GO_0009450	gamma-aminobutyric acid catabolic process	1.0	327724	2	10841	0	1.0	False	1.0	False
2278	PR_000005874	cysteine-rich protein 2	1.0	327724	6	10841	0	1.0	False	1.0	False
2279	UBERON_0001306	cumulus oophorus	1.0	327724	2	10841	0	1.0	False	1.0	False
2280	UBERON_0004711	jugular vein	1.0	327724	9	10841	0	1.0	False	1.0	False
2281	GO_0072631	interleukin-29 production	1.0	327724	19	10841	0	1.0	False	1.0	False
2283	UBERON_0010516	clasper	1.0	327724	2	10841	0	1.0	False	1.0	False
2284	PR_000008441	hydroxyacid oxidase 1	1.0	327724	5	10841	0	1.0	False	1.0	False
2286	GO_0031039	macronucleus	1.0	327724	2	10841	0	1.0	False	1.0	False
2287	CHEBI_9546	thimerosal	1.0	327724	1	10841	0	1.0	False	1.0	False
2288	CHEBI_65816	dysidine	1.0	327724	3	10841	0	1.0	False	1.0	False
2289	GO_0097309	cap1 mRNA methylation	1.0	327724	2	10841	0	1.0	False	1.0	False
2290	CHEBI_33472	diphosphorus	1.0	327724	2	10841	0	1.0	False	1.0	False
2292	UBERON_0008953	lower lobe of left lung	1.0	327724	2	10841	0	1.0	False	1.0	False
2293	GO_0006693	prostaglandin metabolic process	1.0	327724	2	10841	0	1.0	False	1.0	False
2294	CHEBI_39063	N-tris(hydroxymethyl)methylglycine	1.0	327724	1	10841	0	1.0	False	1.0	False
2295	CHEBI_6619	MK 571	1.0	327724	1	10841	0	1.0	False	1.0	False
2296	PR_000007077	nuclease EXOG, mitochondrial	1.0	327724	17	10841	0	1.0	False	1.0	False
2297	CHEBI_9646	Toxyl angelate	1.0	327724	1	10841	0	1.0	False	1.0	False
2264	PR_000010826	myosin-2	1.0	327724	14	10841	0	1.0	False	1.0	False
2263	PR_000005449	cholinephosphotransferase 1	1.0	327724	2	10841	0	1.0	False	1.0	False
2262	CHEBI_87032	flexirubins	1.0	327724	1	10841	0	1.0	False	1.0	False
2261	CHEBI_16771	adenosine 5'-phosphoramidate	1.0	327724	1	10841	0	1.0	False	1.0	False
2229	CHEBI_75961	1-(3-O-sulfo-beta-D-galactosyl)-N-[(2R)-2-hydroxybehenoyl]sphingosine(1-)	1.0	327724	1	10841	0	1.0	False	1.0	False
2230	CHEBI_30794	malonic acid	1.0	327724	5	10841	0	1.0	False	1.0	False
2231	CHEBI_30347	ethylenediamine	1.0	327724	1	10841	0	1.0	False	1.0	False
2232	CHEBI_22102	UDP-D-glucosamine	1.0	327724	1	10841	0	1.0	False	1.0	False
2233	CHEBI_60884	poly(N-n-propylacrylamide) polymer	1.0	327724	1	10841	0	1.0	False	1.0	False
2234	UBERON_0002187	terminal bronchiole	1.0	327724	1	10841	0	1.0	False	1.0	False
2236	CL_0000205	thermoreceptor cell	1.0	327724	2	10841	0	1.0	False	1.0	False
2237	GO_0044211	CTP salvage	1.0	327724	13	10841	0	1.0	False	1.0	False
2238	GO_0034150	toll-like receptor 6 signaling pathway	1.0	327724	1	10841	0	1.0	False	1.0	False
2240	CHEBI_46669	L-threosone	1.0	327724	1	10841	0	1.0	False	1.0	False
2241	PR_000010960	N-acetyl-D-glucosamine kinase	1.0	327724	2	10841	0	1.0	False	1.0	False
2242	GO_0070311	nucleosomal methylation activator complex	1.0	327724	3	10841	0	1.0	False	1.0	False
2243	UBERON_0001746	capsule of thyroid gland	1.0	327724	11	10841	0	1.0	False	1.0	False
2298	UBERON_0009968	primitive superior sagittal sinus	1.0	327724	4	10841	0	1.0	False	1.0	False
2244	CHEBI_42492	fluorescin	1.0	327724	2	10841	0	1.0	False	1.0	False
2247	GO_0051308	male meiosis chromosome separation	1.0	327724	1	10841	0	1.0	False	1.0	False
2248	GO_0005682	U5 snRNP	1.0	327724	6	10841	0	1.0	False	1.0	False
2249	PR_000013144	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform	1.0	327724	1	10841	0	1.0	False	1.0	False
2250	GO_0032068	type IV site-specific deoxyribonuclease complex	1.0	327724	1	10841	0	1.0	False	1.0	False
2251	UBERON_0022430	hippocampus cortex cingulum	1.0	327724	1	10841	0	1.0	False	1.0	False
2252	UBERON_0005942	hair outer root sheath	1.0	327724	9	10841	0	1.0	False	1.0	False
2253	GO_0042193	methylmercury catabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
2254	PR_000003559	ATP-binding cassette sub-family C member 3	1.0	327724	3	10841	0	1.0	False	1.0	False
2255	GO_0006747	FAD biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
2256	UBERON_0015181	neck of tooth	1.0	327724	5	10841	0	1.0	False	1.0	False
2257	CHEBI_55310	poly(2,5-ethylene furandicarboxylate)	1.0	327724	1	10841	0	1.0	False	1.0	False
2258	PR_000004279	ADP-ribosylation factor-like protein 15	1.0	327724	1	10841	0	1.0	False	1.0	False
2259	CHEBI_4449	desipramine hydrochloride	1.0	327724	3	10841	0	1.0	False	1.0	False
2245	PR_000012208	polyadenylate-binding protein 4	1.0	327724	16	10841	0	1.0	False	1.0	False
2228	CHEBI_48108	phosphono group	1.0	327724	5	10841	0	1.0	False	1.0	False
2300	SO_0000055	hyperploid	1.0	327724	1	10841	0	1.0	False	1.0	False
2302	UBERON_0013447	sagittal crest	1.0	327724	1	10841	0	1.0	False	1.0	False
2340	UBERON_0000049	spherical lensed eye	1.0	327724	1	10841	0	1.0	False	1.0	False
2342	CHEBI_17317	D-sorbose	1.0	327724	1	10841	0	1.0	False	1.0	False
2343	UBERON_0002656	periamygdaloid area	1.0	327724	2	10841	0	1.0	False	1.0	False
2344	PR_000005877	cysteine-rich PDZ-binding protein	1.0	327724	5	10841	0	1.0	False	1.0	False
2345	CHEBI_29317	selanide	1.0	327724	1	10841	0	1.0	False	1.0	False
2346	CHEBI_86127	1-[(9Z,12Z,15Z)-octadecatrienoyl]-2-[(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine	1.0	327724	6	10841	0	1.0	False	1.0	False
2347	GO_0042361	menaquinone catabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
2348	CHEBI_86355	magnesium dichloride monohydrate	1.0	327724	1	10841	0	1.0	False	1.0	False
2349	GO_0002517	T cell tolerance induction	1.0	327724	1	10841	0	1.0	False	1.0	False
2350	CHEBI_36311	corphinoid	1.0	327724	2	10841	0	1.0	False	1.0	False
2351	CHEBI_66624	NG-061	1.0	327724	1	10841	0	1.0	False	1.0	False
2352	UBERON_0010146	paraurethral duct	1.0	327724	1	10841	0	1.0	False	1.0	False
2353	CHEBI_32054	Proansamitocin	1.0	327724	1	10841	0	1.0	False	1.0	False
2354	GO_0016053	organic acid biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
2355	CHEBI_63739	diadenosyl triphosphate	1.0	327724	1	10841	0	1.0	False	1.0	False
2356	CHEBI_31379	cefroxadine	1.0	327724	2	10841	0	1.0	False	1.0	False
2357	CHEBI_24844	inosines	1.0	327724	2	10841	0	1.0	False	1.0	False
2358	UBERON_0010207	nictitating membrane	1.0	327724	24	10841	0	1.0	False	1.0	False
2360	GO_0060078	regulation of postsynaptic membrane potential	1.0	327724	3	10841	0	1.0	False	1.0	False
2361	SO_0001643	telomerase_RNA_gene	1.0	327724	1	10841	0	1.0	False	1.0	False
2362	CHEBI_67715	N-methylgitingensine	1.0	327724	1	10841	0	1.0	False	1.0	False
2363	CHEBI_34623	chlordane	1.0	327724	4	10841	0	1.0	False	1.0	False
2364	GO_0048668	collateral sprouting	1.0	327724	8	10841	0	1.0	False	1.0	False
2365	GO_0016093	polyprenol metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
2366	GO_0006396	RNA processing	1.0	327724	16	10841	0	1.0	False	1.0	False
2367	GO_0060207	diestrus	1.0	327724	3	10841	0	1.0	False	1.0	False
2368	UBERON_0001439	compact bone tissue	1.0	327724	16	10841	0	1.0	False	1.0	False
2339	CHEBI_83345	metrafenone	1.0	327724	1	10841	0	1.0	False	1.0	False
2338	CHEBI_16598	DDE	1.0	327724	65	10841	0	1.0	False	1.0	False
2337	PR_000005451	chordin-like protein 1	1.0	327724	4	10841	0	1.0	False	1.0	False
2336	CHEBI_36587	organic oxo compound	1.0	327724	6	10841	0	1.0	False	1.0	False
2303	CHEBI_36644	glycooctaosylceramide	1.0	327724	3	10841	0	1.0	False	1.0	False
2305	PR_000006970	protein argonaute-4	1.0	327724	7	10841	0	1.0	False	1.0	False
2306	UBERON_0004684	raphe nuclei	1.0	327724	1	10841	0	1.0	False	1.0	False
2307	UBERON_0005956	outflow part of left ventricle	1.0	327724	4	10841	0	1.0	False	1.0	False
2308	GO_0000087	mitotic M phase	1.0	327724	36	10841	0	1.0	False	1.0	False
2310	GO_0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway	1.0	327724	8	10841	0	1.0	False	1.0	False
2311	CHEBI_66682	maslinic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
2312	CHEBI_15551	prostaglandin E2	1.0	327724	14	10841	0	1.0	False	1.0	False
2313	CHEBI_52560	phlorin	1.0	327724	2	10841	0	1.0	False	1.0	False
2314	PR_000017316	DDB1- and CUL4-associated factor 1	1.0	327724	1	10841	0	1.0	False	1.0	False
2315	CHEBI_52312	rhodamine 700	1.0	327724	12	10841	0	1.0	False	1.0	False
2316	CHEBI_29326	hydroxidooxidocarbon(.)	1.0	327724	1	10841	0	1.0	False	1.0	False
2317	GO_0000274	mitochondrial proton-transporting ATP synthase, stator stalk	1.0	327724	19	10841	0	1.0	False	1.0	False
2301	GO_0033333	fin development	1.0	327724	5	10841	0	1.0	False	1.0	False
2319	SO_0100019	polypeptide_catalytic_motif	1.0	327724	5	10841	0	1.0	False	1.0	False
2321	UBERON_0013278	canal of Nuck	1.0	327724	1	10841	0	1.0	False	1.0	False
2323	GO_0002407	dendritic cell chemotaxis	1.0	327724	3	10841	0	1.0	False	1.0	False
2324	UBERON_0005162	multi cell part structure	1.0	327724	1	10841	0	1.0	False	1.0	False
2325	UBERON_2002112	preural 3 vertebra	1.0	327724	2	10841	0	1.0	False	1.0	False
2327	CL_0000335	mesenchyme condensation cell	1.0	327724	1	10841	0	1.0	False	1.0	False
2328	UBERON_0011575	styloid process of ulna	1.0	327724	1	10841	0	1.0	False	1.0	False
2329	CHEBI_77865	2-hexadecenoyl-sn-glycero-3-phospho-L-serine(1-)	1.0	327724	3	10841	0	1.0	False	1.0	False
2330	CHEBI_64450	endocrocin	1.0	327724	8	10841	0	1.0	False	1.0	False
2331	GO_0010192	mucilage biosynthetic process	1.0	327724	3	10841	0	1.0	False	1.0	False
2332	GO_0001801	positive regulation of type IIb hypersensitivity	1.0	327724	4	10841	0	1.0	False	1.0	False
2333	GO_0043190	ATP-binding cassette (ABC) transporter complex	1.0	327724	2	10841	0	1.0	False	1.0	False
2334	PR_000013319	neurotrypsin	1.0	327724	35	10841	0	1.0	False	1.0	False
2335	CHEBI_33894	cis-bis(mu-acetato)[tetrakis(acetonitrile)]diaquadirhodium(Rh--Rh)(2+)	1.0	327724	1	10841	0	1.0	False	1.0	False
2320	88	ACTN2	1.0	327724	2	10841	0	1.0	False	1.0	False
2074	CHEBI_50930	thioxanthenes	1.0	327724	3	10841	0	1.0	False	1.0	False
2225	GO_0035082	axoneme assembly	1.0	327724	3	10841	0	1.0	False	1.0	False
2223	PR_000010134	mitogen-activated protein kinase kinase kinase 15	1.0	327724	1	10841	0	1.0	False	1.0	False
2113	UBERON_0005333	mammary bud	1.0	327724	2	10841	0	1.0	False	1.0	False
2115	GO_0001823	mesonephros development	1.0	327724	3	10841	0	1.0	False	1.0	False
2116	GO_0051000	positive regulation of nitric-oxide synthase activity	1.0	327724	2	10841	0	1.0	False	1.0	False
2117	CHEBI_520985	almotriptan	1.0	327724	1	10841	0	1.0	False	1.0	False
2118	CHEBI_2887	Aspidofractine	1.0	327724	1	10841	0	1.0	False	1.0	False
2120	GO_0051710	regulation of cytolysis in other organism	1.0	327724	1	10841	0	1.0	False	1.0	False
2121	GO_0014051	gamma-aminobutyric acid secretion	1.0	327724	6	10841	0	1.0	False	1.0	False
2122	UBERON_0022352	medial orbital frontal cortex	1.0	327724	3	10841	0	1.0	False	1.0	False
2123	GO_0034371	chylomicron remodeling	1.0	327724	3	10841	0	1.0	False	1.0	False
2124	CHEBI_155100	(2R,4S,5R,6R)-5-Acetamido-2-[[(2R,3S,4R,5R,6S)-5-acetamido-3-hydroxy-6-[(2R,3R,4S,5S,6R)-2,3,5-trihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-4-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methoxy]-4-hydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
2126	GO_0006911	phagocytosis, engulfment	1.0	327724	2	10841	0	1.0	False	1.0	False
2127	CHEBI_66911	alpha-D-mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-beta-D-galactosyl-1-diphosphodecaprenol(2-)	1.0	327724	3	10841	0	1.0	False	1.0	False
2129	CHEBI_63559	HBOA	1.0	327724	96	10841	0	1.0	False	1.0	False
2130	GO_0046361	2-oxobutyrate metabolic process	1.0	327724	2	10841	0	1.0	False	1.0	False
2131	UBERON_0003883	CA3 field of hippocampus	1.0	327724	13	10841	0	1.0	False	1.0	False
2132	PR_000007603	hepatocyte nuclear factor 3-beta	1.0	327724	1	10841	0	1.0	False	1.0	False
2133	PR_000012424	pecanex-like protein 1	1.0	327724	16	10841	0	1.0	False	1.0	False
2134	GO_0001527	microfibril	1.0	327724	4	10841	0	1.0	False	1.0	False
2135	UBERON_0011631	tabular bone	1.0	327724	7	10841	0	1.0	False	1.0	False
2136	GO_0051776	detection of redox state	1.0	327724	10	10841	0	1.0	False	1.0	False
2137	CHEBI_15741	succinic acid	1.0	327724	2	10841	0	1.0	False	1.0	False
2139	CHEBI_9168	sirolimus	1.0	327724	1	10841	0	1.0	False	1.0	False
2140	GO_0034394	protein localization to cell surface	1.0	327724	1	10841	0	1.0	False	1.0	False
2141	GO_0009553	embryo sac development	1.0	327724	4	10841	0	1.0	False	1.0	False
2144	CHEBI_29866	arsenite(3-)	1.0	327724	21	10841	0	1.0	False	1.0	False
2145	PR_000010329	tyrosine-protein kinase Mer	1.0	327724	10	10841	0	1.0	False	1.0	False
2146	UBERON_0014455	subcutaneous abdominal adipose tissue	1.0	327724	1	10841	0	1.0	False	1.0	False
2112	UBERON_0000090	blastocele	1.0	327724	7	10841	0	1.0	False	1.0	False
2111	GO_0097503	sialylation	1.0	327724	1	10841	0	1.0	False	1.0	False
2110	UBERON_0001853	utricle of membranous labyrinth	1.0	327724	1	10841	0	1.0	False	1.0	False
2109	CHEBI_25754	oxo carboxylic acid	1.0	327724	35	10841	0	1.0	False	1.0	False
2076	UBERON_0022351	parietal serous membrane	1.0	327724	6	10841	0	1.0	False	1.0	False
2077	UBERON_0002217	synovial joint	1.0	327724	2	10841	0	1.0	False	1.0	False
2078	GO_0035783	CD4-positive, alpha-beta T cell costimulation	1.0	327724	1	10841	0	1.0	False	1.0	False
2080	CHEBI_28872	o-toluate	1.0	327724	2	10841	0	1.0	False	1.0	False
2081	UBERON_0005293	cerebellum lobe	1.0	327724	1	10841	0	1.0	False	1.0	False
2082	GO_0010414	glucuronoarabinoxylan metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
2083	GO_1990501	exon-exon junction subcomplex mago-y14	1.0	327724	1	10841	0	1.0	False	1.0	False
2084	PR_000003896	A-kinase anchor protein 9	1.0	327724	1	10841	0	1.0	False	1.0	False
2086	CHEBI_79121	9-hydroxynonanoic acid	1.0	327724	3	10841	0	1.0	False	1.0	False
2087	CHEBI_87129	TDP-actinospectose	1.0	327724	2	10841	0	1.0	False	1.0	False
2088	PR_000004126	serum amyloid P-component	1.0	327724	1	10841	0	1.0	False	1.0	False
2089	CHEBI_50413	hydroxyaldehyde	1.0	327724	3	10841	0	1.0	False	1.0	False
2090	UBERON_0001902	epithelium of small intestine	1.0	327724	8	10841	0	1.0	False	1.0	False
2149	PR_000010754	mitochondrial tumor suppressor 1	1.0	327724	2	10841	0	1.0	False	1.0	False
2091	GO_0009780	photosynthetic NADP+ reduction	1.0	327724	1	10841	0	1.0	False	1.0	False
2093	UBERON_0005601	dorsal mesocardium	1.0	327724	1	10841	0	1.0	False	1.0	False
2095	UBERON_0013201	olfactory pathway	1.0	327724	1	10841	0	1.0	False	1.0	False
2096	UBERON_0001156	ascending colon	1.0	327724	3	10841	0	1.0	False	1.0	False
2097	CHEBI_73726	GW 501516	1.0	327724	2	10841	0	1.0	False	1.0	False
2098	CHEBI_25357	mitomycin	1.0	327724	4	10841	0	1.0	False	1.0	False
2099	CHEBI_85326	4,5-dihydroindolo[3,2-c]pyrrolo[3,2,1-ij]quinolin-7-one	1.0	327724	2	10841	0	1.0	False	1.0	False
2100	CHEBI_38223	diamantane	1.0	327724	1	10841	0	1.0	False	1.0	False
2101	CHEBI_81907	Copper hydroxide	1.0	327724	1	10841	0	1.0	False	1.0	False
2102	GO_0002230	positive regulation of defense response to virus by host	1.0	327724	2	10841	0	1.0	False	1.0	False
2104	CHEBI_63651	beta-D-GlcA-(1->4)-alpha-D-GlcNAc-(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcN-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl-yl group	1.0	327724	1	10841	0	1.0	False	1.0	False
2105	PR_000014705	pigment epithelium-derived factor	1.0	327724	2	10841	0	1.0	False	1.0	False
2106	CHEBI_86239	1-octadecyl-2-octadecanoyl-sn-glycero-3-phosphocholine	1.0	327724	2	10841	0	1.0	False	1.0	False
2108	GO_0018890	cyanamide metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
2092	UBERON_0006667	pituitary fossa	1.0	327724	2	10841	0	1.0	False	1.0	False
2224	SO_0001132	asx_turn_right_handed_type_one	1.0	327724	4	10841	0	1.0	False	1.0	False
2150	SO_0001870	enhancerRNA	1.0	327724	2	10841	0	1.0	False	1.0	False
2152	GO_0032445	fructose import	1.0	327724	1	10841	0	1.0	False	1.0	False
2193	GO_0042417	dopamine metabolic process	1.0	327724	6	10841	0	1.0	False	1.0	False
2194	PR_000001562	vasopressin/oxytocin receptor	1.0	327724	3	10841	0	1.0	False	1.0	False
2195	CHEBI_24405	glycosylglucose	1.0	327724	1	10841	0	1.0	False	1.0	False
2196	PR_000004268	AT-rich interactive domain-containing protein 4B	1.0	327724	10	10841	0	1.0	False	1.0	False
2197	PR_000011413	nuclear receptor subfamily 6 group A member 1	1.0	327724	1	10841	0	1.0	False	1.0	False
2198	CHEBI_51448	cis-glycoluril residue	1.0	327724	2	10841	0	1.0	False	1.0	False
2199	CHEBI_18308	acrylic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
2200	UBERON_0000414	mucous gland	1.0	327724	2	10841	0	1.0	False	1.0	False
2201	PR_000017936	zinc finger protein 501	1.0	327724	1	10841	0	1.0	False	1.0	False
2202	PR_000009791	LIM/homeobox protein Lhx1	1.0	327724	40	10841	0	1.0	False	1.0	False
2204	GO_0072288	metanephric proximal tubule morphogenesis	1.0	327724	3	10841	0	1.0	False	1.0	False
2205	PR_000001103	5-hydroxytryptamine receptor 7	1.0	327724	7	10841	0	1.0	False	1.0	False
2206	PR_000018066	zinc finger protein 665	1.0	327724	1	10841	0	1.0	False	1.0	False
2207	GO_0035346	positive regulation of hypoxanthine transport	1.0	327724	1	10841	0	1.0	False	1.0	False
2208	CHEBI_7032	Musca-aurin-II	1.0	327724	1	10841	0	1.0	False	1.0	False
2210	PR_000011431	nicotinamide riboside kinase 1	1.0	327724	4	10841	0	1.0	False	1.0	False
2211	UBERON_0003101	male organism	1.0	327724	1	10841	0	1.0	False	1.0	False
2212	PR_000012940	nociceptin	1.0	327724	7	10841	0	1.0	False	1.0	False
2213	CHEBI_52151	benzylpenicillin benethamine	1.0	327724	2	10841	0	1.0	False	1.0	False
2214	GO_0009058	biosynthetic process	1.0	327724	2	10841	0	1.0	False	1.0	False
2215	CHEBI_83920	4-(4-chlorophenyl)-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile	1.0	327724	1	10841	0	1.0	False	1.0	False
2216	GO_0045252	oxoglutarate dehydrogenase complex	1.0	327724	2	10841	0	1.0	False	1.0	False
2218	PR_000006878	enoyl-CoA hydratase, mitochondrial	1.0	327724	2	10841	0	1.0	False	1.0	False
2219	CHEBI_27750	ethyl acetate	1.0	327724	9	10841	0	1.0	False	1.0	False
2220	PR_000005733	coatomer subunit alpha	1.0	327724	2	10841	0	1.0	False	1.0	False
2221	CHEBI_18233	xyloglucan	1.0	327724	3	10841	0	1.0	False	1.0	False
2222	CHEBI_86650	H b G AcO	1.0	327724	1	10841	0	1.0	False	1.0	False
2192	GO_0007137	meiotic metaphase II	1.0	327724	3	10841	0	1.0	False	1.0	False
2191	CHEBI_39048	ADA	1.0	327724	26	10841	0	1.0	False	1.0	False
2190	CHEBI_70434	deapio-platycodin D2	1.0	327724	1	10841	0	1.0	False	1.0	False
2188	UBERON_0004916	anal sphincter	1.0	327724	3	10841	0	1.0	False	1.0	False
2153	CHEBI_52825	DY-676(1-)	1.0	327724	1	10841	0	1.0	False	1.0	False
2154	PR_000003539	ATP-binding cassette sub-family A member 12	1.0	327724	7	10841	0	1.0	False	1.0	False
2155	CHEBI_35393	arabinarate(1-)	1.0	327724	1	10841	0	1.0	False	1.0	False
2158	PR_000009157	inositol-trisphosphate 3-kinase C	1.0	327724	2	10841	0	1.0	False	1.0	False
2159	UBERON_0009980	condyle of femur	1.0	327724	10	10841	0	1.0	False	1.0	False
2160	GO_0000101	sulfur amino acid transport	1.0	327724	3	10841	0	1.0	False	1.0	False
2161	UBERON_0005451	segment of manus	1.0	327724	5	10841	0	1.0	False	1.0	False
2162	CHEBI_33299	alkaline earth molecular entity	1.0	327724	12	10841	0	1.0	False	1.0	False
2163	GO_0048838	release of seed from dormancy	1.0	327724	8	10841	0	1.0	False	1.0	False
2164	CHEBI_23683	dibenzothiophene 5-oxide	1.0	327724	1	10841	0	1.0	False	1.0	False
2167	CHEBI_17884	N(2)-phenylacetyl-L-glutamine	1.0	327724	3	10841	0	1.0	False	1.0	False
2168	GO_0060431	primary lung bud formation	1.0	327724	2	10841	0	1.0	False	1.0	False
2169	GO_0001164	RNA polymerase I core promoter sequence-specific DNA binding	1.0	327724	1	10841	0	1.0	False	1.0	False
2151	CHEBI_4798	entacapone	1.0	327724	2	10841	0	1.0	False	1.0	False
2170	PR_000004804	breast cancer type 2 susceptibility protein	1.0	327724	6	10841	0	1.0	False	1.0	False
2172	GO_0039671	evasion by virus of host natural killer cell activity	1.0	327724	1	10841	0	1.0	False	1.0	False
2173	UBERON_0002769	superior temporal gyrus	1.0	327724	2	10841	0	1.0	False	1.0	False
2175	PR_000010687	homeobox protein MSX-2	1.0	327724	4	10841	0	1.0	False	1.0	False
2176	CL_0002476	bone marrow macrophage	1.0	327724	3	10841	0	1.0	False	1.0	False
2177	CHEBI_50739	estrogen receptor modulator	1.0	327724	7	10841	0	1.0	False	1.0	False
2178	GO_0002053	positive regulation of mesenchymal cell proliferation	1.0	327724	2	10841	0	1.0	False	1.0	False
2179	UBERON_0000119	cell layer	1.0	327724	13	10841	0	1.0	False	1.0	False
2180	GO_0048150	behavioral response to ether	1.0	327724	1	10841	0	1.0	False	1.0	False
2181	GO_0007636	chemosensory jump behavior	1.0	327724	2	10841	0	1.0	False	1.0	False
2182	CHEBI_2818	Arg-OEt	1.0	327724	1	10841	0	1.0	False	1.0	False
2183	PR_000013593	Ras-related protein Rab-20	1.0	327724	22	10841	0	1.0	False	1.0	False
2185	UBERON_0002073	hair follicle	1.0	327724	10	10841	0	1.0	False	1.0	False
2186	GO_0048825	cotyledon development	1.0	327724	7	10841	0	1.0	False	1.0	False
